Unnamed: 0,Job_Role,Android,Angular,AWS,Azure,Blockchain,Bootstrap,C#,C++,Confluence,CSS,CSS3,Data Science,DigitalOcean,Django,Docker,Ethereum,Git,Google Cloud Platform,GraphQL,Heroku,HTML,HTML5,iOS,Java,JavaScript,Jira,Kubernetes,LESS,Machine Learning,MERN Stack,MongoDB,Node.js,PHP,Python,PyTorch,React,RESTful API,Ruby,R,Sass,Solidity,Spring Framework,SQL,Swift,TensorFlow,TypeScript,Unity,Vue.js
900,Technical Support Engineer,3,3,3,3,3,3,0,3,3,0,2,3,2,2,0,3,3,3,3,2,3,2,3,3,2,3,0,0,3,3,3,3,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3
901,Android Developer,3,3,3,2,3,2,3,0,2,2,2,3,0,2,2,2,3,2,0,2,3,2,2,3,3,2,3,3,2,3,2,2,2,2,3,2,3,0,2,3,3,2,0,2,3,2,2,2
902,Data Architect,3,2,2,3,2,3,3,3,0,0,2,2,3,2,2,3,3,3,3,2,3,2,2,3,2,3,2,0,3,2,2,3,2,2,2,3,3,2,2,2,3,2,3,3,0,2,2,0
903,DevOps Engineer,3,0,3,0,2,2,3,2,3,3,0,3,0,3,3,0,3,3,3,2,2,2,2,2,2,3,3,2,3,2,2,3,3,3,3,3,2,3,3,2,2,3,2,3,3,2,3,2
904,Backend Architect,0,2,0,3,2,3,2,3,3,0,3,2,3,3,2,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,3,2,0,3,2,0
905,Cloud Engineer,2,3,3,3,0,2,2,3,2,3,0,2,3,3,3,0,3,3,2,2,3,2,3,2,3,3,3,2,3,3,3,2,0,2,2,3,0,2,3,3,3,3,3,2,2,3,2,2
906,iOS Developer,0,3,3,2,2,0,3,2,2,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,0,2,3,2,3,0,2,3,2,2,3,2,3,3,3,0,3
907,Product Manager,2,3,3,2,3,3,2,0,2,3,0,3,3,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,2,3,0,2,3,3,3,2,2,2,3,2,2,3,0,3,0,2,3,2
908,AI Engineering Manager,0,2,2,2,2,3,3,3,0,2,0,2,2,2,2,2,3,3,3,2,3,3,3,0,2,3,3,3,2,3,0,3,3,3,3,3,2,2,2,2,3,3,2,3,3,2,3,3
909,Frontend Architect,2,2,2,2,3,2,3,0,0,3,2,3,0,3,2,0,3,2,2,3,3,3,3,2,3,3,3,0,3,2,3,2,2,3,3,3,2,2,2,2,3,2,2,2,3,2,3,3
910,Business Analyst,3,3,3,2,3,0,3,0,2,2,3,3,3,3,3,0,3,2,3,2,2,2,2,3,3,3,2,2,3,2,2,2,2,3,3,2,2,0,3,0,3,3,3,2,2,3,3,2
911,Data Scientist,3,2,3,3,0,3,3,3,2,3,2,2,0,3,2,2,3,0,2,2,3,3,0,2,2,2,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2,3,3,0,3,2,2,2
912,Solutions Architect,3,0,3,3,2,0,3,3,3,2,0,2,2,3,2,3,3,0,3,3,2,2,3,2,3,3,3,3,2,3,2,3,3,2,3,3,3,3,0,3,3,2,2,3,2,2,2,2
913,Network Engineer,0,3,3,3,2,2,2,0,2,3,2,0,0,3,3,3,3,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,0,3,3,3,2,2,2,2,3,2,2,2,2,3
914,UI Architect,2,2,3,3,3,2,2,3,3,3,3,3,0,3,2,0,3,0,3,3,3,2,3,3,3,0,2,2,2,3,3,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3
915,UX Architect,3,3,2,3,3,2,2,3,2,0,2,3,3,2,0,0,3,3,2,3,2,3,2,2,3,2,2,2,0,3,2,2,3,2,3,2,2,2,3,0,3,2,2,3,3,2,3,3
916,Enterprise Architect,2,2,3,3,0,3,2,0,2,3,2,3,2,3,3,3,3,0,2,2,2,3,3,2,3,2,2,3,3,3,2,3,3,0,2,3,3,3,2,2,3,3,2,3,3,2,2,0
917,Product Development Manager,3,0,2,2,2,0,3,3,3,2,2,3,3,0,3,3,3,3,0,3,3,3,2,2,3,3,0,2,3,2,3,2,3,2,2,3,3,2,2,3,2,2,2,3,2,2,2,3
918,Enterprise Architect,2,2,2,2,0,2,3,0,2,3,2,2,2,2,3,2,3,0,3,3,3,2,2,3,3,2,3,3,3,2,2,2,3,0,2,2,3,3,2,2,3,3,3,2,2,3,3,0
919,Platform Engineer,0,2,3,3,3,0,3,0,2,2,3,2,3,2,3,3,3,2,3,2,2,2,2,2,3,3,3,3,3,2,0,2,2,2,2,0,2,3,3,2,2,2,3,3,3,2,3,3
920,Chief Technology Officer (CTO),3,0,0,0,3,2,2,2,3,2,3,2,3,3,3,2,3,0,2,3,2,2,3,2,2,2,2,2,0,3,2,2,2,2,2,3,3,3,3,3,2,2,3,2,2,2,3,3
921,Frontend Development Lead,3,3,2,3,0,2,0,2,2,3,3,0,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,0,3,3,2,2,2,2,0,3,3,3,2,3,2,3,2,2,2,2,3,2
922,Machine Learning Lead,2,0,0,2,2,2,2,0,2,3,0,3,3,2,3,3,3,2,3,2,3,2,3,2,2,0,2,3,2,2,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,3,3,3
923,UI Developer,3,3,3,2,2,3,3,2,3,3,2,3,3,2,3,0,3,0,3,3,3,0,2,3,3,0,2,2,0,3,3,3,3,3,2,3,3,3,3,2,2,3,2,3,2,3,3,2
924,Frontend Developer,3,3,2,0,0,2,2,3,3,3,2,0,0,3,3,0,3,2,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,3,3,3,2,3,2,3,3,3,2,2,2,3,2,2
925,Frontend Development Lead,2,3,2,2,0,2,0,2,3,3,2,0,2,3,2,2,3,2,2,3,3,3,3,3,3,3,2,0,3,2,3,3,3,3,0,3,3,2,3,2,3,3,2,2,3,2,2,3
926,Frontend Developer,2,3,2,0,0,2,2,2,3,3,3,0,0,2,3,0,3,2,3,3,3,2,2,3,3,3,3,2,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3
927,Backend Developer,2,3,3,2,2,3,3,0,2,0,3,2,0,3,3,3,3,0,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,2,2,0,2,2,2,3,3,3,3,2,3,2
928,Cloud Security Engineer,3,3,3,2,3,3,3,3,2,3,3,2,0,3,0,2,3,3,3,3,3,3,2,3,3,3,3,2,2,3,0,2,3,3,2,2,0,3,2,2,0,3,3,3,2,3,2,3
929,UI/UX Designer,2,3,2,2,0,3,2,3,2,3,3,3,2,0,2,2,0,3,2,3,3,3,3,0,3,2,3,2,0,3,2,2,2,2,3,3,2,3,3,3,2,2,3,2,3,3,3,3
930,QA Lead,2,3,2,3,3,3,3,0,3,2,2,2,2,3,2,0,3,3,2,3,3,2,2,2,2,2,3,2,0,2,3,3,2,2,3,3,0,2,3,3,2,3,3,0,3,2,2,3
931,Data Engineering Manager,3,0,2,2,2,2,0,3,2,2,0,2,3,2,3,3,3,3,2,2,2,3,2,2,3,2,3,3,0,3,3,0,3,3,2,3,2,2,3,2,2,2,3,2,2,3,3,2
932,Cybersecurity Engineer,3,2,2,3,0,0,3,3,0,3,3,3,3,3,2,2,3,2,3,2,3,3,3,2,3,2,3,2,3,3,2,0,3,2,2,3,3,2,2,2,3,3,2,3,2,2,3,0
933,IT Manager,2,2,2,0,3,2,3,2,2,3,2,2,3,0,3,3,3,0,3,3,3,2,3,3,3,2,2,3,2,2,3,3,3,0,2,2,2,3,3,2,3,3,3,0,3,3,2,2
934,Software Development Manager,0,3,3,2,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3,0,3,3,2,0,2,2,2,0,3,2,3,2,2,3,2,3,3,3,3,3,3,2,3,2,3,0
935,Data Modeler,2,3,2,3,2,3,3,3,3,2,0,3,2,3,2,3,3,3,2,0,2,0,3,3,2,2,3,3,3,0,3,2,2,0,2,2,3,3,2,3,2,2,3,2,3,3,3,2
936,Backend Architect,0,3,0,3,3,2,2,2,2,0,3,3,2,3,2,2,3,3,3,2,3,2,3,3,3,3,3,2,3,2,2,2,3,3,3,3,2,3,3,3,2,2,2,3,0,3,3,0
937,QA Manager,0,2,3,2,3,3,2,0,3,3,3,0,2,3,2,3,3,2,0,2,2,2,3,2,3,2,2,3,2,3,3,3,2,3,3,3,2,2,3,2,3,3,2,3,2,3,3,0
938,QA Lead,2,2,3,2,3,2,2,0,3,2,3,3,2,2,3,0,3,2,3,2,3,2,3,2,2,3,2,2,0,3,2,3,3,3,2,2,0,3,3,2,3,2,3,0,3,2,3,2
939,Cloud Engineer,2,2,3,3,0,2,2,3,3,2,0,3,2,3,3,0,3,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,0,2,3,3,0,2,2,3,3,2,2,3,2,2,2,2
940,Android Developer,3,2,3,3,3,3,3,0,3,2,3,2,0,3,2,2,3,3,0,2,3,2,2,3,3,2,3,2,3,2,3,2,3,2,2,3,3,0,3,3,3,3,0,3,3,2,3,2
941,Cybersecurity Manager,0,2,3,3,2,3,3,0,3,2,2,3,3,2,3,2,3,2,3,3,0,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,3,3,0,0,3,2,2,2,3,3,3,3
942,Game Developer,0,3,2,0,2,3,3,3,0,2,3,3,2,2,2,3,3,2,3,3,2,2,3,3,2,3,2,0,3,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,0
943,QA Manager,0,2,3,3,2,3,3,0,2,2,3,0,2,2,3,2,3,3,0,3,3,3,2,2,2,3,3,3,2,2,2,2,3,3,2,2,3,2,2,3,2,3,3,2,3,2,2,0
944,Software Engineer,0,3,0,2,2,0,3,2,3,3,2,0,3,3,3,3,3,3,2,2,3,2,3,3,3,2,3,3,2,3,2,3,3,3,3,3,2,2,2,3,2,0,3,3,3,3,2,3
945,Product Owner,2,3,2,2,2,2,2,3,2,3,0,3,2,3,3,3,3,0,2,3,3,2,3,3,2,3,0,2,2,0,2,2,2,2,3,2,3,0,3,3,3,2,3,2,3,2,2,2
946,Data Engineer,3,0,3,2,3,0,3,3,2,0,2,3,3,2,3,2,3,0,2,3,2,2,2,3,2,3,3,2,2,3,3,3,2,3,2,2,2,2,3,3,0,2,3,2,2,3,2,3
947,Backend Architect,0,3,0,3,3,2,2,3,3,0,2,2,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2,2,3,3,2,3,2,0,3,3,0
948,Data Engineer,2,0,2,3,3,0,2,3,2,0,2,2,3,3,2,3,3,0,2,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,2,2,3,0,3,3,2,2,2,2,2
949,IT Support Specialist,2,3,2,2,0,3,2,2,2,0,2,3,3,2,3,3,3,3,0,2,2,3,2,0,2,3,3,2,2,0,2,3,2,3,3,3,3,3,2,2,3,2,3,2,3,3,3,2
950,Network Administrator,0,0,0,3,3,3,3,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,3,2,3,3,3,3,2,3,0,3,2,3,2,3,3,2,3,3,3,2,3,3,3,0,3,3
951,QA Lead,3,3,3,2,2,3,3,0,2,2,2,3,3,2,2,0,3,3,3,3,2,3,3,2,3,3,2,2,0,2,2,2,2,2,3,3,0,2,3,2,3,3,2,0,3,3,3,3
952,Android Developer,3,3,2,3,3,3,2,0,2,2,3,3,0,3,3,3,3,3,0,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,0,2,3,2,2,0,2,3,2,3,2
953,Solutions Architect,2,0,3,3,3,0,3,2,2,3,0,2,3,2,2,3,3,0,3,3,2,3,3,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,0,3,3,3,3,2,3,2,3,3
954,QA Automation Engineer,0,0,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,0,2,3,2,2,0,3,3,2,2,2,2,2,2,3,3,0,3,3,3,2,3
955,Machine Learning Engineer,3,3,2,0,3,0,2,2,3,2,2,3,2,3,2,3,3,0,2,2,3,2,3,2,0,3,3,3,3,3,2,2,2,3,3,3,3,3,2,3,2,0,2,3,3,3,3,3
956,Data Science Manager,0,3,3,3,0,2,3,0,3,2,3,3,2,2,2,3,3,2,2,2,3,2,0,2,0,3,2,3,3,2,2,3,3,3,2,2,2,3,3,3,2,3,3,2,3,3,3,2
957,Embedded Systems Engineer,2,2,3,3,2,3,3,2,3,2,2,3,3,0,2,2,3,3,3,0,3,2,0,2,0,2,2,2,3,3,3,2,3,2,3,0,3,2,2,3,2,2,3,2,3,2,3,3
958,Cybersecurity Lead,2,2,2,0,3,0,0,2,2,2,2,3,2,2,2,0,3,2,3,2,0,2,3,2,3,2,3,3,2,2,2,2,3,3,2,3,3,2,3,2,3,3,3,3,3,2,3,3
959,Embedded Software Engineer,2,3,0,2,2,2,3,3,3,3,0,2,2,2,3,3,3,3,2,3,0,2,3,3,2,3,2,2,2,3,3,0,0,3,2,2,2,3,2,2,3,2,3,3,2,2,3,2
960,Product Owner,2,3,3,3,2,2,2,3,2,2,0,2,2,3,2,3,3,0,3,3,2,2,3,2,3,2,0,2,2,0,2,3,3,3,3,3,3,0,2,2,2,3,2,3,2,2,3,2
961,Database Administrator,3,3,0,3,2,2,2,3,3,3,2,2,3,3,2,3,2,3,0,3,3,3,3,3,2,3,0,0,3,3,2,2,3,3,2,2,3,2,3,2,0,3,3,3,2,3,2,2
962,Data Product Manager,2,3,2,3,2,3,2,3,2,0,2,0,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,2,0,2,3,3,3,0,2,2,2,2,2,3,2,2,0,2
963,Software Architect,2,3,2,0,2,2,3,2,0,2,0,2,3,2,2,3,3,2,3,2,2,2,3,0,2,2,2,0,2,3,3,2,3,3,2,2,2,2,3,2,3,3,3,2,3,3,3,2
964,iOS Developer,0,3,3,2,2,0,3,3,3,3,3,3,2,2,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,3,0,3,3,3,3,0,3,3,3,2,2,3,3,3,3,0,2
965,Chief Technology Officer (CTO),2,0,0,0,3,3,3,3,2,3,3,2,3,2,2,3,3,0,3,3,2,3,3,2,2,3,2,3,0,3,3,2,2,2,2,2,3,2,3,2,3,3,2,3,3,3,3,2
966,Release Manager,2,3,3,2,0,2,2,0,3,2,2,3,0,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,0,2,3,0,3,2,2,2,2,2,3,3,3,2,3,3,2,2,2
967,Project Manager,2,2,2,3,3,0,3,0,3,3,2,2,2,0,3,3,3,3,2,3,2,2,3,3,3,2,0,3,2,3,3,2,2,3,3,2,3,2,2,2,0,2,3,3,2,3,3,3
968,Software Development Manager,0,3,2,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,2,2,2,0,2,2,2,0,3,2,3,0,3,3,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,0
969,Network Administrator,0,0,0,2,3,3,3,2,3,3,2,3,2,2,3,2,3,2,3,2,2,2,3,3,2,3,3,3,2,3,0,2,2,3,2,3,2,3,2,3,2,2,3,3,3,0,3,3
970,Release Manager,3,2,3,3,0,3,2,0,2,3,3,2,0,2,3,3,3,2,2,3,2,3,2,3,3,3,2,2,2,0,3,3,0,2,3,3,3,2,2,2,2,3,2,2,2,2,2,3
971,Cybersecurity Manager,0,3,2,3,3,3,3,0,2,2,3,3,2,3,2,2,3,2,2,2,0,3,3,2,3,2,2,3,2,2,2,3,3,2,2,2,2,3,0,0,2,2,2,2,3,2,3,2
972,Automation Engineer,3,0,2,3,2,3,0,3,2,3,3,3,3,2,2,2,3,3,3,3,3,0,3,2,0,2,2,2,3,3,2,2,0,3,3,3,2,2,3,2,3,2,3,3,2,2,3,2
973,DevOps Engineer,2,0,3,0,2,3,3,3,2,3,0,3,0,3,3,0,3,2,2,3,2,2,3,3,3,3,3,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,3,3,3,3,2,2
974,Cybersecurity Engineer,2,3,2,3,0,0,2,2,0,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,2,2,0,3,3,2,2,3,2,3,3,2,3,2,2,3,2,3,0
975,Data Analyst,3,2,0,3,3,3,2,3,3,0,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,0,3,3,3,0,2,3,3,2,2,3,2,2,2,2,3,3,2,2,2,2,0
976,Cybersecurity Analyst,2,0,3,0,3,0,2,2,3,3,3,2,2,2,2,3,3,2,2,2,0,0,3,3,3,2,3,3,2,3,3,2,3,2,2,2,3,2,3,2,2,3,3,2,3,3,2,3
977,ETL Developer,3,2,3,0,2,2,3,3,2,3,2,3,2,2,3,2,3,3,2,0,0,2,3,2,2,0,2,3,3,2,2,2,3,2,3,0,3,3,2,3,3,3,3,2,2,3,3,3
978,Cloud Engineer,3,2,3,3,0,3,3,3,3,2,0,2,3,3,3,0,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,0,2,2,2,0,2,3,2,2,2,2,3,3,3,3,3
979,Software Development Director,3,3,2,2,2,2,3,2,3,0,3,2,0,2,3,0,3,2,3,3,3,3,3,2,0,3,2,0,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2,3,3,2,3,3
980,Cybersecurity Analyst,3,0,2,0,3,0,2,3,2,3,3,3,3,2,3,2,3,2,3,2,0,0,2,2,3,2,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3,2,2
981,Game Developer,0,2,3,0,3,3,3,3,0,3,3,3,2,3,2,3,3,2,3,3,2,2,2,3,2,3,3,0,3,3,3,2,3,2,2,3,3,3,2,3,3,2,3,3,2,2,3,0
982,System Administrator,2,2,3,3,0,0,3,3,2,3,2,3,2,3,3,2,3,2,2,2,3,3,3,3,2,3,2,3,2,0,3,3,2,0,0,3,3,2,2,2,3,2,3,3,2,2,3,3
983,UX Designer,3,3,2,3,3,3,3,3,3,0,2,2,2,2,3,2,3,3,2,0,3,2,3,3,2,2,0,2,3,2,0,2,3,2,3,3,2,3,2,0,3,3,3,3,3,2,2,3
984,Machine Learning Lead,2,0,0,2,2,3,2,0,2,2,0,2,2,2,2,2,3,3,2,2,3,3,2,3,3,0,3,3,3,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,2
985,Product Development Manager,3,0,3,2,3,0,3,2,2,3,3,3,3,0,2,2,3,3,0,2,3,2,2,3,2,2,0,2,3,2,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,3
986,QA Lead,2,3,3,2,2,2,2,0,2,2,2,2,3,2,3,0,3,2,2,3,2,3,3,3,2,3,2,2,0,3,3,3,3,2,3,3,0,2,2,3,2,3,2,0,2,2,3,2
987,UI Development Lead,0,2,2,2,0,3,2,2,2,3,3,2,3,3,3,2,3,3,3,3,3,0,2,2,3,2,2,0,0,3,2,3,2,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3
988,Business Analyst,2,3,3,3,2,0,3,0,2,2,2,2,2,2,3,0,3,3,3,3,2,3,2,3,2,3,3,2,3,3,3,3,3,3,2,3,2,0,2,0,2,2,2,3,2,3,3,2
989,QA Lead,2,2,3,2,3,3,3,0,2,2,3,2,3,2,2,0,3,3,2,2,2,2,2,2,3,2,2,3,0,3,2,3,3,2,2,2,0,3,2,2,3,3,2,0,3,2,3,3
990,IT Manager,2,3,2,0,3,2,3,3,3,3,3,3,2,0,3,2,3,0,2,3,3,3,2,2,2,3,2,3,2,3,2,3,3,0,2,2,3,3,3,3,2,3,3,0,3,3,2,2
991,QA Manager,0,2,2,3,3,3,3,0,3,3,3,0,2,2,2,2,3,2,0,2,2,2,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,2,2,3,3,2,2,2,2,3,0
992,Data Product Manager,2,3,2,2,3,3,2,3,3,0,2,0,2,3,3,2,3,3,2,3,2,2,2,3,3,3,3,2,3,2,2,2,0,2,3,2,3,0,2,3,2,2,3,2,2,2,0,2
993,Product Manager,3,2,3,2,2,3,3,0,2,2,0,2,3,3,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,0,3,3,2,2,3,2,2,2,2,2,2,0,3,0,3,2,3
994,Frontend Developer,2,3,3,0,0,3,3,3,3,3,3,0,0,3,3,0,3,2,3,3,3,2,2,3,3,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2,2,2,2,2,3,3,3,2
995,IT Manager,3,2,3,0,2,2,2,2,3,3,2,3,3,0,3,3,3,0,2,3,2,2,3,3,2,3,2,3,3,3,3,2,2,0,3,3,3,2,2,2,2,3,2,0,3,2,2,3
996,Project Manager,2,2,3,2,3,0,3,0,2,2,3,3,3,0,3,3,3,3,3,3,2,3,2,2,3,3,0,3,2,2,3,3,2,2,3,2,2,3,3,3,0,3,2,2,2,2,2,3
997,Product Development Manager,3,0,3,2,2,0,2,2,2,3,3,3,2,0,3,2,3,2,0,3,2,3,3,3,2,2,0,2,2,3,2,2,3,3,2,3,3,3,2,3,3,3,2,2,2,3,2,2
998,Backend Architect,0,3,0,3,3,2,3,2,2,0,2,3,3,3,2,2,3,3,2,3,3,2,2,3,2,3,3,3,2,2,3,2,3,3,2,2,2,3,2,3,2,2,3,2,0,3,3,0
999,Data Product Manager,3,2,3,3,2,2,3,3,2,0,2,0,2,3,2,3,3,3,3,2,2,3,2,3,2,2,2,3,3,2,3,2,0,3,3,3,3,0,3,2,3,2,3,3,2,3,0,3
